Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
76713323,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731024""","=""9781639731022""",4.0,Bloomsbury Publishing,Hardcover,733,2023,2016,2025/09/21,2025/08/12,,,read,,,,1,0
241729032,"Please sit next to me while I unknot my feelings: Notes app confessions of love, heartbreak, and finding yourself",Ilenia Maietta,"Maietta, Ilenia",,"=""""","=""""",5.0,,Kindle Edition,88,2025,,,2025/09/19,,,read,I wrote this so I am giving it 5/5 stars,,,1,0
203164105,Cults: Coercion and Control: The World's Most Notorious Cults [And the People Who Escaped Them],Jamie King,"King, Jamie",,"=""1837992800""","=""9781837992805""",3.0,Summersdale,Paperback,320,2024,2024,2025/09/15,2025/09/15,,,read,,,,1,0
76707900,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639731008""","=""9781639731008""",5.0,Bloomsbury Publishing,Hardcover,648,2023,2015,2025/09/14,2025/08/12,,,read,,,,1,0
76706470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",4.0,Bloomsbury USA Childrens,Hardcover,576,2023,2014,2025/09/10,2025/08/12,,,read,,,,1,0
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",4.0,Harcourt,Paperback,204,2002,1961,2025/09/04,2025/08/12,,,read,,,,1,0
36412998,The Stars and the Blackness Between Them,Junauda Petrus,"Petrus, Junauda",,"=""052555548X""","=""9780525555483""",4.0,Dutton Books for Young Readers,Hardcover,312,2019,2019,2025/09/04,2022/08/21,,,read,,,,1,0
50028315,The Road With No Return,Andrzej Sapkowski,"Sapkowski, Andrzej",,"=""""","=""""",5.0,,ebook,43,2015,,2020/05/07,2020/05/07,,,read,,,,1,0
51582376,The Secret Lives of Church Ladies,Deesha Philyaw,"Philyaw, Deesha",,"=""1949199738""","=""9781949199734""",4.0,West Virginia University Press,Paperback,179,2020,2020,2025/08/31,2025/08/30,,,read,,,,1,0
15797027,Mundo Cruel: Stories (Lambda Literary Awards - Gay Fiction),Luis Negrón,"Negrón, Luis",Suzanne Jill Levine,"=""160980418X""","=""9781609804183""",3.0,Seven Stories Press,Paperback,96,2013,2010,2025/08/30,2024/01/10,,,read,,,,1,0
52894593,The Lion's Den,Katherine St. John,"John, Katherine St.",,"=""1538733633""","=""9781538733639""",4.0,Grand Central Publishing,Hardcover,368,2020,2020,2025/08/30,2020/08/28,,,read,,,,1,0
91274427,What You Are Looking for Is in the Library,Michiko Aoyama,"Aoyama, Michiko",Alison Watts,"=""1335005625""","=""9781335005625""",4.0,Hanover Square Press,Hardcover,304,2023,2020,2025/08/29,2023/09/10,,,read,,,,1,0
52766407,"Today Tonight Tomorrow (Rowan & Neil, #1)",Rachel Lynn Solomon,"Solomon, Rachel Lynn",,"=""1534440240""","=""9781534440241""",3.0,Simon Pulse,Hardcover,364,2020,2020,2025/08/27,2022/04/29,,,read,,,,1,0
76705490,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1639730966""","=""9781639730964""",4.0,Bloomsbury Publishing,Hardcover,420,2023,2013,2025/08/26,2025/08/12,,,read,,,,1,0
13082435,Água Viva,Clarice Lispector,"Lispector, Clarice","Stefan Tobler, Benjamin Moser","=""0811219909""","=""9780811219907""",3.0,New Directions,Paperback,88,2012,1973,2025/08/24,2023/09/10,,,read,,,,1,0
76703559,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""163973094X""","=""9781639730940""",4.0,Bloomsbury Publishing,Hardcover,406,2023,2012,2025/08/23,2025/08/12,,,read,,,,1,0
59344312,Verity,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",1.0,Grand Central Publishing,ebook,336,2021,2018,2025/08/21,2025/08/21,,,read,,,,1,0
55710822,"Better Than the Movies (Better Than the Movies, #1)",Lynn Painter,"Painter, Lynn",,"=""1534467629""","=""9781534467620""",3.0,Simon & Schuster Books for Young Readers,Hardcover,356,2021,2021,2025/08/21,2022/10/08,,,read,,,,1,0
126062562,"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619632217""","=""9781619632219""",4.0,Bloomsbury Publishing,Kindle Edition,451,2023,2014,2025/08/20,2025/08/12,,,read,,,,1,0
12088899,"Londoners: The Days and Nights of London Now - As Told by Those Who Love It, Hate It, Live It, Left It, and Long for It",Craig Taylor,"Taylor, Craig",,"=""0062005855""","=""9780062005854""",4.0,Ecco,Hardcover,448,2012,2021,2025/08/18,2025/06/20,,,read,,,,1,0
11991,The Fall (Vintage International),Albert Camus,"Camus, Albert",Justin O'Brien,"=""0679720227""","=""9780679720225""",3.0,Vintage Books,Paperback,147,1991,1956,2025/08/17,2024/01/15,,,read,,,,1,0
43889703,The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution,Gregory Zuckerman,"Zuckerman, Gregory",,"=""0241309727""","=""9780241309728""",4.0,Portfolio Penguin,Paperback,359,2019,2019,2025/08/12,2025/06/27,,,read,,,,1,0
114737,"It's Not How Good You Are, It's How Good You Want To Be",Paul Arden,"Arden, Paul",,"=""0714843377""","=""9780714843377""",3.0,Phaidon Press,Paperback,128,2007,2003,2025/08/11,2022/04/28,,,read,,,,1,0
56034979,Per come ti guardo ti ho già detto troppo: Poesie per i tuoi occhi (Italian Edition),Francesco Piscitelli,"Piscitelli, Francesco",,"=""""","=""""",3.0,,Kindle Edition,77,2020,,2025/08/10,2023/10/19,,,read,,,,1,0
9216051,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",4.0,Vintage,Kindle Edition,376,2010,1955,2025/08/10,2024/12/30,,,read,,,,1,0
52199304,"The World for Sale: Money, Power and the Traders Who Barter the Earth’s Resources",Javier Blas,"Blas, Javier",Jack Farchy,"=""1847942660""","=""9781847942661""",4.0,Random House Business,Paperback,410,2020,2021,2025/07/29,2025/06/27,,,read,,,,1,0
49624654,"The Trouble with Hating You (The Trouble with Hating You, #1)",Sajni Patel,"Patel, Sajni",,"=""1538733331""","=""9781538733332""",3.0,Forever,Paperback,336,2020,2020,2025/07/15,2023/01/12,,,read,,,,1,0
55873673,"Some Call It Love (Sweet Dreams, #1)",Drea St. James,"James, Drea St.",Sarah Peis,"=""""","=""""",2.0,Hexatorial,ebook,245,2020,2017,2025/07/06,2025/07/03,,,read,,,,1,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""0399590501""","=""9780399590504""",4.0,Random House,Hardcover,352,2018,2018,2025/07/04,2023/09/10,,,read,,,,1,0
17788401,Ugly Love,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",2.0,Atria Books,Kindle Edition,330,2014,2014,2025/06/29,2025/06/28,,,read,,,,1,0
62627512,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",3.0,Atria Books,Hardcover,373,2023,2016,2025/06/26,2025/06/25,,,read,,,,1,0
29227774,"Light Bringer (Red Rising Saga, #6)",Pierce Brown,"Brown, Pierce",,"=""1473646804""","=""9781473646803""",5.0,Hodder & Stoughton,Hardcover,682,2023,2023,2025/06/24,2025/03/14,,,read,,,,1,0
58932964,"Hey, Good Luck Out There",Georgia Toews,"Toews, Georgia",,"=""038569671X""","=""9780385696715""",2.0,Doubleday Canada,Hardcover,336,2022,2022,2025/06/11,2023/09/13,,,read,,,,1,0
29226553,"Dark Age (Red Rising Saga, #5)",Pierce Brown,"Brown, Pierce",,"=""0425285952""","=""9780425285954""",5.0,Del Rey,ebook,704,2019,2019,2025/06/09,2025/03/14,,,read,,,,1,0
33257757,"Iron Gold (Red Rising Saga, #4)",Pierce Brown,"Brown, Pierce",,"=""""","=""""",5.0,Del Rey,Hardcover,602,2018,2018,2025/05/26,2025/03/14,,,read,,,,1,0
23898843,Notre-Dame de Paris: Il gobbo di Notre Dame,Victor Hugo,"Hugo, Victor",,"=""""","=""""",4.0,,Kindle Edition,437,2013,1831,2025/05/16,2024/12/30,,,read,,,,1,0
18966806,"Morning Star (Red Rising Saga, #3)",Pierce Brown,"Brown, Pierce",,"=""""","=""""",5.0,Del Rey,Hardcover,524,2016,2016,2025/04/20,2025/03/14,,,read,,,,1,0
774368,Tales from the Thousand and One Nights,Anonymous,"Anonymous, Anonymous","N.J. Dawood, William    Harvey","=""0140442898""","=""9780140442892""",3.0,Penguin Classics,Paperback,416,1973,1775,2025/04/07,2024/12/30,,,read,,,,1,0
18966819,"Golden Son (Red Rising Saga, #2)",Pierce Brown,"Brown, Pierce",,"=""0345539826""","=""9780345539823""",5.0,Del Rey,ebook,466,2015,2015,2025/03/30,2025/03/14,,,read,,,,1,0
13689697,Everyday Cryptography: Fundamental Principles and Applications,Keith M. Martin,"Martin, Keith M.",,"=""0199695598""","=""9780199695591""",5.0,Oxford University Press,Paperback,560,2012,2012,2025/03/14,2025/01/24,,,read,Amazing book on cryptography but my midterm made me cry,,,1,0
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,"=""""","=""""",5.0,Del Rey,Hardcover,382,2014,2014,2025/03/14,2025/03/04,,,read,,,,1,0
50997696,Outlawed,Anna North,"North, Anna",,"=""""","=""""",3.0,Bloomsbury Publishing,Hardcover,261,2021,2021,2025/03/03,2022/10/08,,,read,,,,1,0
171681821,The Anxious Generation: How the Great Rewiring of Childhood Caused an Epidemic of Mental Illness,Jonathan Haidt,"Haidt, Jonathan",,"=""0593655036""","=""9780593655030""",4.0,Penguin Press,Hardcover,385,2024,2024,2025/02/19,2024/11/23,,,read,,,,1,0
63830204,Steady For This,Nathanael Lessore,"Lessore, Nathanael",,"=""1471413225""","=""9781471413223""",4.0,Hot Key Books,Paperback,320,2023,,2023/05/08,2023/05/04,,,read,"This was such a sweet and light-hearted story that put a smile on my face. It is refreshing to see a story about the part of London that is not the one you see on advertisements and magazines, but the real part of London, where Londoners actually live. It was such a story that also shines some light on the horrors of local councils always breathing down everyone's necks, especially today in a cost of living crisis. <br/>The story with Growls was wonderful, and he is exactly every other teenager who was born and raised in London, from his speech to his thoughts. This guy was hilarious and also lovely, because how he showed his friends and his family he loved them without holding back, how he worked hard to help his family, and how he supported his friend Shawls through and through. I also loved his reaction to counselling. Also, it was great to see the impact a teacher can have on a child during their school years, and even if briefly shown, the impact is felt greatly.<br/>Amazing cover and even more amazing book!",,,1,0
48890486,Breath: The New Science of a Lost Art,James Nestor,"Nestor, James",,"=""0735213615""","=""9780735213616""",5.0,Riverhead Books,Hardcover,280,2020,2020,2025/02/02,2024/12/30,,,read,,,,1,0
123008168,"My Dark Romeo (Dark Prince Road, #1)",Parker S. Huntington,"Huntington, Parker S.",L.J. Shen,"=""1950209075""","=""9781950209071""",2.0,PSH Publishing,Paperback,366,2023,2023,2025/01/23,2024/12/30,,,read,,,,1,0
62978909,The Awakening (Little Clothbound Classics),Kate Chopin,"Chopin, Kate",,"=""0241630789""","=""9780241630785""",3.0,Penguin Classics,Hardcover,224,2023,1899,2025/01/18,2024/12/30,,,read,,,,1,0
80342135,The Imitation of the Rose,Clarice Lispector,"Lispector, Clarice",,"=""0241630843""","=""9780241630846""",4.0,Penguin Classics,Hardcover,192,2023,1973,2025/01/12,2024/12/30,,,read,,,,1,0
179946109,Medea,Rosie Hewlett,"Hewlett, Rosie",,"=""1529909198""","=""9781529909197""",5.0,Transworld,Kindle Edition,432,2024,2024,2025/01/07,2024/12/30,,,read,,,,1,0
44294655,A Certain Hunger,Chelsea G. Summers,"Summers, Chelsea G.",,"=""""","=""""",4.0,Audible Studios,Paperback,250,2019,2019,2024/12/30,2024/12/27,,,read,,,,1,0
199270889,I See You in My Dreams,Laura    May,"May, Laura",,"=""1956183361""","=""9781956183368""",2.0,Creative James Media,Paperback,280,2024,,2024/12/26,2023/11/10,,,read,,,,1,0
54173267,Happy Hour,Marlowe Granados,"Granados, Marlowe",,"=""1989919006""","=""9781989919002""",3.0,Flying Books,Paperback,280,2020,2020,2024/12/14,2022/11/05,,,read,,,,1,0
57693584,If an Egyptian Cannot Speak English,Noor Naga,"Naga, Noor",,"=""164445081X""","=""9781644450819""",3.0,Graywolf Press,Paperback,194,2022,2022,2024/12/02,2023/01/12,,,read,,,,1,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",4.0,Ecco,Hardcover,360,2022,2022,2024/11/22,2024/11/25,,,read,,,,1,0
60320924,Love from Mecca to Medina,S.K. Ali,"Ali, S.K.",,"=""1665916079""","=""9781665916073""",3.0,Salaam Reads / Simon & Schuster Books for Young Readers,Hardcover,352,2022,2022,2024/11/13,2022/10/08,,,read,,,,1,0
12914,The Aeneid,Virgil,"Virgil, Virgil",Robert Fitzgerald,"=""0679729526""","=""9780679729525""",3.0,Vintage,Paperback,442,1990,-19,2024/11/01,2022/04/23,,,read,,,,1,0
1381,The Odyssey,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""0143039954""","=""9780143039952""",4.0,Penguin Classics ,Paperback,541,2006,-750,2024/10/25,2024/10/10,,,read,,,,1,0
59470553,Lies We Sing to the Sea,Sarah  Underwood,"Underwood, Sarah",,"=""""","=""""",4.0,HarperTeen,Hardcover,432,2023,2023,2024/10/10,2023/01/14,,,read,,,,1,0
41210713,Money: A Users Guide,Laura Whateley,"Whateley, Laura",,"=""0008308314""","=""9780008308315""",4.0,Fourth Estate Ltd,Paperback,364,2023,2018,2024/10/09,2022/04/28,,,read,,,,1,0
187016352,Divine Might: Goddesses in Greek Myth,Natalie Haynes,"Haynes, Natalie",,"=""0063377098""","=""9780063377097""",4.0,Harper,Hardcover,259,2024,2023,2024/09/24,2024/09/15,,,read,,,,1,0
61885131,Gwen & Art Are Not in Love,Lex Croucher,"Croucher, Lex",,"=""1250847214""","=""9781250847218""",3.0,Wednesday Books,Hardcover,410,2023,2023,2024/09/15,2023/01/22,,,read,,,,1,0
22609341,Come as You Are: The Surprising New Science that Will Transform Your Sex Life,Emily Nagoski,"Nagoski, Emily",,"=""1476762090""","=""9781476762098""",4.0,Simon & Schuster,Paperback,400,2015,2015,2024/08/31,2024/08/25,,,read,,,,1,0
57941315,The Temperature of Me and You,Brian Zepka,"Zepka, Brian",,"=""136806471X""","=""9781368064712""",3.0,Disney Hyperion,Hardcover,412,2022,2022,2024/08/29,2023/01/14,,,read,,,,1,0
61713106,I Fell in Love With Hope,Lancali,"Lancali, Lancali",,"=""""","=""9798986599601""",3.0,Lancali LLC,Paperback,402,2022,2022,2024/08/26,2022/08/19,,,read,,,,1,0
56755542,Not Here to Be Liked,Michelle Quach,"Quach, Michelle",,"=""0063038366""","=""9780063038363""",3.0,HarperCollins,Hardcover,384,2021,2021,2024/08/24,2023/01/12,,,read,,,,1,0
56980451,For All Time,Shanna Miles,"Miles, Shanna",,"=""153448597X""","=""9781534485976""",3.0,Simon & Schuster Books for Young Readers,Hardcover,368,2021,2021,2024/08/22,2023/01/14,,,read,,,,1,0
62047992,"Days at the Morisaki Bookshop (Days at the Morisaki Bookshop, #1)",Satoshi Yagisawa,"Yagisawa, Satoshi",Eric Ozawa,"=""0063278677""","=""9780063278677""",4.0,Harper Perennial,Paperback,150,2023,2010,2024/08/19,2023/09/10,,,read,,,,1,0
58931216,Out of the Blue,Jason June,"June, Jason",,"=""006301520X""","=""9780063015203""",4.0,HarperTeen,Hardcover,375,2022,2022,2024/08/16,2022/07/18,,,read,,,,1,0
58007262,Partners in Crime,Alisha Rai,"Rai, Alisha",,"=""0063119463""","=""9780063119468""",4.0,Avon,Paperback,400,2022,2022,2024/08/14,2023/01/12,,,read,,,,1,0
58842731,The Lesbiana's Guide to Catholic School,Sonora Reyes,"Reyes, Sonora",Sonido Reyes,"=""006306023X""","=""9780063060234""",4.0,Versify,Hardcover,385,2022,2022,2024/08/13,2022/12/17,,,read,,,,1,0
34313931,A Woman Is No Man,Etaf Rum,"Rum, Etaf",,"=""0062699768""","=""9780062699763""",5.0,Harper,Hardcover,339,2019,2019,2024/08/12,2019/11/05,,,read,,,,1,0
58065414,Funny You Should Ask,Elissa Sussman,"Sussman, Elissa",,"=""0593357329""","=""9780593357323""",3.0,Dell,Paperback,340,2022,2022,2024/08/11,2022/12/17,,,read,,,,1,0
160726189,Duet Me Not,Lilian Li,"Li, Lilian",,"=""6299829001""","=""9786299829003""",4.0,Lilian Li,Paperback,355,2023,2023,2024/08/10,2023/06/11,,,read,,,,1,0
60151826,I'm a Fan,Sheena Patel,"Patel, Sheena",,"=""""","=""""",4.0,Rough Trade Books,Unknown Binding,207,2022,2022,2024/08/09,2023/12/28,,,read,,,,1,0
195430687,Blue Sisters,Coco Mellors,"Mellors, Coco",,"=""0593723767""","=""9780593723760""",5.0,Ballantine Books,Hardcover,352,2024,2024,2024/08/08,2024/06/08,,,read,,,,1,0
57500766,Love in the Big City,Sang Young Park,"Park, Sang Young",Anton Hur,"=""0802158781""","=""9780802158789""",3.0,Grove Press,Hardcover,240,2021,2019,2024/08/02,2023/01/14,,,read,,,,1,0
58543750,A Show for Two,Tashie Bhuiyan,"Bhuiyan, Tashie",,"=""1335424563""","=""9781335424563""",4.0,Inkyard Press,Hardcover,416,2022,2022,2024/08/01,2024/07/30,,,read,,,,1,0
60567899,In a Thousand Different Ways,Cecelia Ahern,"Ahern, Cecelia",,"=""0008194971""","=""9780008194970""",5.0,HarperCollins,Hardcover,336,2023,2023,2024/07/29,2024/07/22,,,read,,,,1,0
61273324,Sex Talks: The Five Conversations That Will Transform Your Love Life,Vanessa Marin,"Marin, Vanessa",Xander Marin,"=""1668000016""","=""9781668000014""",4.0,S&S/Simon Element,Hardcover,272,2023,2023,2024/07/26,2024/07/22,,,read,,,,1,0
40864841,Laura Dean Keeps Breaking Up with Me,Mariko Tamaki,"Tamaki, Mariko",Rosemary Valero-O'Connell,"=""1250312841""","=""9781250312846""",4.0,First Second,Hardcover,289,2019,2019,2024/07/21,2023/09/13,,,read,,,,1,0
49228706,I Want to Die But I Want to Eat Tteokpokki,Baek Se-hee,"Se-hee, Baek",Hyacinta Louisa,"=""6237351035""","=""9786237351030""",4.0,Penerbit Haru,Paperback,232,2019,2018,2024/07/21,2024/07/18,,,read,,,,1,0
1774836,The Palace of Illusions,Chitra Banerjee Divakaruni,"Divakaruni, Chitra Banerjee",,"=""0385515995""","=""9780385515993""",4.0,Doubleday,Hardcover,360,2008,2008,2024/07/18,2024/06/27,,,read,,,,1,0
195790663,Hera,Jennifer Saint,"Saint, Jennifer",,"=""""","=""""",4.0,Flatiron Books,Hardcover,389,2024,2024,2024/07/11,2024/06/21,,,read,,,,1,0
32071,Sons and Lovers,D.H. Lawrence,"Lawrence, D.H.",Geoff Dyer,"=""""","=""""",4.0,Modern Library Classics,Paperback,654,1999,1913,2024/06/21,2024/06/13,,,read,,,,1,0
193256917,The Household,Stacey Halls,"Halls, Stacey",,"=""1838778497""","=""9781838778491""",4.0,Manilla Press,Kindle Edition,400,2024,2024,2024/06/13,2024/06/02,,,read,,,,1,0
46041465,Everything I Know About Love,Dolly Alderton,"Alderton, Dolly",,"=""0062968785""","=""9780062968784""",4.0,Harper,Hardcover,368,2020,2018,2024/06/09,2023/09/10,,,read,,,,1,0
200314687,Hits Different,Tasha Ghouri,"Ghouri, Tasha",Lizzie Huxley-Jones,"=""1471415104""","=""9781471415104""",4.0,Hot Key Books,Kindle Edition,368,2024,2024,2024/06/02,2024/05/19,,,read,,,,1,0
212974744,sun memos,Ziggy Alberts,"Alberts, Ziggy",,"=""0648705765""","=""9780648705765""",4.0,Commonfolk Publishing,Paperback,104,2024,,2024/05/28,2024/05/28,,,read,,,,1,0
58725016,Elektra,Jennifer Saint,"Saint, Jennifer",,"=""125077361X""","=""9781250773616""",4.0,Flatiron Books,Hardcover,291,2022,2022,2024/05/28,2022/12/17,,,read,,,,1,0
179031684,I Wish You Would,Eva Des Lauriers,"Lauriers, Eva Des",,"=""1250910544""","=""9781250910547""",3.0,Henry Holt and Co. (BYR),Kindle Edition,280,2024,2024,2024/05/19,2024/05/18,,,read,,,,1,0
61884838,Atalanta,Jennifer Saint,"Saint, Jennifer",,"=""1250855578""","=""9781250855572""",4.0,Flatiron Books,Hardcover,304,2023,2023,2024/05/15,2023/01/14,,,read,,,,1,0
54860614,Ariadne,Jennifer Saint,"Saint, Jennifer",,"=""125077358X""","=""9781250773586""",4.0,Flatiron Books,Hardcover,308,2021,2021,2024/05/08,2021/06/28,,,read,,,,1,0
32307358,"Origin (Robert Langdon, #5)",Dan    Brown,"Brown, Dan",,"=""""","=""""",0,Doubleday ,ebook,480,2017,2017,,2024/04/25,,,read,,,,0,0
16244632,The Judgment and other stories,Franz Kafka,"Kafka, Franz",,"=""""","=""""",3.0,,Hardcover,137,2011,1912,2024/04/23,2024/04/20,,,read,,,,1,0
581552,In the Penal Colony,Franz Kafka,"Kafka, Franz",,"=""""","=""""",3.0,Schocken Books,Paperback,52,1974,1918,2024/04/23,2024/04/20,,,read,,,,1,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",3.0,Bantam Classics,Mass Market Paperback,201,1972,1915,2024/04/22,2020/06/03,,,read,,,,1,0
61294937,"The Adventures of Amina al-Sirafi (Amina al-Sirafi, #1)",S.A. Chakraborty,"Chakraborty, S.A.",,"=""""","=""""",5.0,Harper Voyager,Hardcover,483,2023,2023,2024/04/17,2023/06/15,,,read,,,,1,0
181109972,Mania,Lionel Shriver,"Shriver, Lionel",,"=""0063345390""","=""9780063345393""",4.0,Harper,Hardcover,288,2024,2024,2024/04/09,2024/03/24,,,read,,,,1,0
57876868,Things Have Gotten Worse Since We Last Spoke,Eric LaRocca,"LaRocca, Eric",,"=""1951658132""","=""""",3.0,Weirdpunk Books,Kindle Edition,120,2021,2021,2024/03/25,2022/11/05,,,read,,,,1,0
28780057,"I Like You, I Love You",Carissa Potter,"Potter, Carissa",,"=""1452144982""","=""9781452144986""",4.0,Chronicle Books,Hardcover,96,2016,,2024/03/22,2024/03/22,,,read,,,,1,0
198827213,Inside Harare Alcatraz and Other Short Stories,Andrew Chatora,"Chatora, Andrew",,"=""1637462344""","=""9781637462348""",4.0,"Kharis Publishing, an imprint of Kharis Media LLC",Paperback,188,2024,,2024/03/21,2024/03/13,,,read,,,,1,0
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",3.0,Crown,Hardcover,273,2019,2018,2024/03/12,2024/01/08,,,read,,,,1,0
1462282,Bobok,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Fyodor Dostoyevsky,"=""141911042X""","=""9781419110429""",4.0,Kessinger Publishing,Paperback,22,2004,1873,2024/02/09,2024/02/19,,,read,,,,1,0
